District Name,Police Unit,Village Area Name,Beat Name,Total Crimes per beat,Sanctioned Strength of Assistant Sub-Inspectors per District,Sanctioned Strength of Head Constables per District,Sanctioned Strength of Police Constables per District,Normalised Crime Severity
"SP, DK, MANGALORE",Vitla PS,Mani,Beat 2,463.0,76,216,470,0.00836875664187035
"SP, DK, MANGALORE",Vitla PS,Kolnad Village,Beat 3,407.0,76,216,470,0.008767268862911796
"SP, DAVANGERE",Azad Nagar PS,MEHABOOB NAGAR,02,262.0,113,338,644,0.004865522367887553
"SP, DAVANGERE",Azad Nagar PS,MILLATH COLONY,01,416.0,113,338,644,0.004279857638419606
"SP, DAVANGERE",Azad Nagar PS,BAMBOOBAJAR,04,170.0,113,338,644,0.003784295175023652
"SP, DAVANGERE",Azad Nagar PS,ANNIGERE VERABHADRAPPA NAGARA,03,225.0,113,338,644,0.003468937243771681
"SP, DAVANGERE",Basavanagara PS,K R Road,Beat 1,123.0,113,338,644,0.0028832725143037347
"SP, DAVANGERE",Basavanagara PS,Vasantha Road,Beat 4,217.0,113,338,644,0.004054601973239627
"SP, DAVANGERE",Basavanagara PS,K.R Market,Beat 2,134.0,113,338,644,0.002838221381267739
"SP, DAVANGERE",Basavanagara PS,OLD BHETHUR ROAD,Beat 3,229.0,113,338,644,0.004550164436635582
"SP, DAVANGERE",Basavanagara PS,Sibara Circle,Beat 5,258.0,113,338,644,0.004550164436635582
"SP, DAVANGERE",Basavanagara PS,Out Of Limits,Out Of Limits,2.0,113,338,644,0.00022525566517997926
"SP, DAVANGERE",Basavapatna PS,THYAVANAGI,06,397.0,113,338,644,0.005676442762535478
"SP, DAVANGERE",Basavapatna PS,CHIRADONI,04,166.0,113,338,644,0.0036941929089516603
"SP, DAVANGERE",Basavapatna PS,SAGARAPETE,01,284.0,113,338,644,0.005406135964319503
"SP, DAVANGERE",Basavapatna PS,KAVALITANDA,07,181.0,113,338,644,0.004730368968779565
"SP, DAVANGERE",Basavapatna PS,HAROSAGARA,03,95.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",Basavapatna PS,NILOGAL,02,95.0,113,338,644,0.0035139883768076766
"SP, DAVANGERE",Basavapatna PS,PUNYASTALA,05,86.0,113,338,644,0.003423886110735685
"SP, DAVANGERE",Bilichodu PS,MAGADI VILLAGE,BEAT 9,71.0,113,338,644,0.0028832725143037347
"SP, DAVANGERE",Bilichodu PS,MEENIGARAHALLI,BEAT 5,86.0,113,338,644,0.0033337838446636935
"SP, DAVANGERE",Bilichodu PS,MUCCHANURU VILLAGE,BEAT 1,187.0,113,338,644,0.00446006217056359
"SP, DAVANGERE",Bilichodu PS,MADANAHALLI VILLAGE,BEAT 6,40.0,113,338,644,0.0010361760598279048
"SP, DAVANGERE",Bilichodu PS,TAREHALLI,BEAT 10,52.0,113,338,644,0.0023426589178717843
"SP, DAVANGERE",Bilichodu PS,OBALAPURA VILLAGE,BEAT 7,36.0,113,338,644,0.0021174032526918053
"SP, DAVANGERE",Bilichodu PS,YNAHALLI,BEAT 4,43.0,113,338,644,0.0022525566517997927
"SP, DAVANGERE",Bilichodu PS,CHADURAGOLLA,BEAT 2,66.0,113,338,644,0.002477812316979772
"SP, DAVANGERE",Bilichodu PS,SIDDAYANAKOTE VILLAGE,BEAT 8,58.0,113,338,644,0.0018470964544758301
"SP, DAVANGERE",Bilichodu PS,GUTTIDURGA,BEAT 3,60.0,113,338,644,0.0026580168491237553
"SP, DAVANGERE",Bilichodu PS,MADRALLI ALIYAS GURUSIDDAPURA,BEAT 22,56.0,113,338,644,0.0016668919223318467
"SP, DAVANGERE",Bilichodu PS,AGASANAHALLI,BEAT 30,42.0,113,338,644,0.002838221381267739
"SP, DAVANGERE",Bilichodu PS,U V HALLI,BEAT 21,34.0,113,338,644,0.0025679145830517637
"SP, DAVANGERE",Bilichodu PS,DIDDIGI,BEAT 23,35.0,113,338,644,0.002162454385727801
"SP, DAVANGERE",Bilichodu PS,TUPPADAHALLI,BEAT 15,34.0,113,338,644,0.0017119430553678425
"SP, DAVANGERE",Bilichodu PS,OBALAPURA,BEAT 20,14.0,113,338,644,0.0010812271928639006
"SP, DAVANGERE",Bilichodu PS,MADANAHALLI,BEAT 17,18.0,113,338,644,0.001261431725007884
"SP, DAVANGERE",Bilichodu PS,URLAKATTE,BEAT 24,62.0,113,338,644,0.0032887327116276972
"SP, DAVANGERE",Bilichodu PS,MEENIGARAHALLI,BEAT 14,33.0,113,338,644,0.0021174032526918053
"SP, DAVANGERE",Bilichodu PS,MUSTHIGARALLI,BEAT 13,33.0,113,338,644,0.0013965851241158715
"SP, DAVANGERE",Bilichodu PS,SHETTI GONDANAHALLI,BEAT 12,29.0,113,338,644,0.001576789656259855
"SP, DAVANGERE",Bilichodu PS,KALLENAHALLI,BEAT 25,20.0,113,338,644,0.001261431725007884
"SP, DAVANGERE",Bilichodu PS,ASAGODU,BEAT 18,46.0,113,338,644,0.0026129657160877595
"SP, DAVANGERE",Bilichodu PS,AINALLI,BEAT 11,12.0,113,338,644,0.0012163805919718882
"SP, DAVANGERE",Bilichodu PS,DHARAMAPURADAHATTI,BEAT 19,5.0,113,338,644,0.0007658692616119296
"SP, DAVANGERE",Bilichodu PS,Venkatheshapura Village,BEAT 26,30.0,113,338,644,0.001892147587511826
"SP, DAVANGERE",Bilichodu PS,Marikunte Village,BEAT 16,27.0,113,338,644,0.0014866873901878631
"SP, DAVANGERE",Bilichodu PS,Diddigi Village,BEAT 28,15.0,113,338,644,0.0009911249267919088
"SP, DAVANGERE",Bilichodu PS,Gode Village,BEAT 31,23.0,113,338,644,0.0017119430553678425
"SP, DAVANGERE",Bilichodu PS,Tyagarti Village And Nilakani Village,Other ps Limit,1.0,113,338,644,0.00018020453214398342
"SP, DAVANGERE",Bilichodu PS,Magadi Village,BEAT 27,12.0,113,338,644,0.0009911249267919088
"SP, DAVANGERE",Bilichodu PS,KenchammaNagthihalli Village,BEAT 29,8.0,113,338,644,0.0009010226607199171
"SP, DAVANGERE",Channagiri PS,VEERABHADRESHWARA TAKIS,townbeat 2,491.0,113,338,644,0.006712618822363382
"SP, DAVANGERE",Channagiri PS,HARONAHALLI,beat 9,189.0,113,338,644,0.005406135964319503
"SP, DAVANGERE",Channagiri PS,NALLURU,nlr beat 5,301.0,113,338,644,0.005225931432175519
"SP, DAVANGERE",Channagiri PS,HIREMALALI,nlr beat 4,113.0,113,338,644,0.00315357931251971
"SP, DAVANGERE",Channagiri PS,chikkadevarahalli,beat 2,230.0,113,338,644,0.004144704239311619
"SP, DAVANGERE",Channagiri PS,MACHANAYAKANALLI,beat 6,273.0,113,338,644,0.004415011037527594
"SP, DAVANGERE",Channagiri PS,AJJIHALLI,beat 10,203.0,113,338,644,0.004279857638419606
"SP, DAVANGERE",Channagiri PS,NUGGIHALLI,beat 11,147.0,113,338,644,0.003423886110735685
"SP, DAVANGERE",Channagiri PS,DIGGENAHALLI,beat 3,140.0,113,338,644,0.00391944857413164
"SP, DAVANGERE",Channagiri PS,SREE PURA,nlr beat 1,111.0,113,338,644,0.0029733747803757263
"SP, DAVANGERE",Channagiri PS,BASAVARAJAPURA,nlr beat 2,142.0,113,338,644,0.00391944857413164
"SP, DAVANGERE",Channagiri PS,BUSSENAHHLI,beat 8,171.0,113,338,644,0.0036040906428796682
"SP, DAVANGERE",Channagiri PS,MAVINAKATTE,nlr beat 3,169.0,113,338,644,0.004054601973239627
"SP, DAVANGERE",Channagiri PS,TARALABALU SCHOOL,townbeat 1,489.0,113,338,644,0.0056313916294994815
"SP, DAVANGERE",Channagiri PS,DEVARAHALLI,beat 5,186.0,113,338,644,0.004685317835743569
"SP, DAVANGERE",Channagiri PS,KALKERE,tvkbeat 2,144.0,113,338,644,0.004009550840203631
"SP, DAVANGERE",Channagiri PS,BETTAKADURU,tvkbeat 1,124.0,113,338,644,0.004144704239311619
"SP, DAVANGERE",Channagiri PS,GARAGA,beat 1,120.0,113,338,644,0.00446006217056359
"SP, DAVANGERE",Channagiri PS,MUGALIHALLI,tvkbeat 3,21.0,113,338,644,0.0014416362571518673
"SP, DAVANGERE",Channagiri PS,RAJAGONDANAHALLI,beat 4,58.0,113,338,644,0.0018470964544758301
"SP, DAVANGERE",Channagiri PS,kanchiganahal,beat 7,194.0,113,338,644,0.004415011037527594
"SP, DAVANGERE",Channagiri PS,VEERAPURA,tvkbeat 4,69.0,113,338,644,0.0023426589178717843
"SP, DAVANGERE",Channagiri PS,NALLIHANKALU,tvkbeat 5,32.0,113,338,644,0.0029283236473397305
"SP, DAVANGERE",Channagiri PS,Daginakatte,Out of Limit,10.0,113,338,644,0.000946073793755913
"SP, DAVANGERE",Davanagere CEN Crime PS,Extension Police Station Limits,BEAT 01,446.0,113,338,644,0.0014866873901878631
"SP, DAVANGERE",Davanagere CEN Crime PS,Harapanahalli TQ,BEAT 06,7.0,113,338,644,0.00027030679821597514
"SP, DAVANGERE",Davanagere CEN Crime PS,Harihar Tq,BEAT 02,60.0,113,338,644,0.0008109203946479254
"SP, DAVANGERE",Davanagere CEN Crime PS,Jagalur Tq,BEAT 05,24.0,113,338,644,0.00045051133035995853
"SP, DAVANGERE",Davanagere CEN Crime PS,Honnali Tq,BEAT 03,47.0,113,338,644,0.0004955624633959544
"SP, DAVANGERE",Davanagere CEN Crime PS,Channageri Tq,BEAT 04,55.0,113,338,644,0.0004955624633959544
"SP, DAVANGERE",Davanagere CEN Crime PS,KTJ Nagara PS Limits,KTJ Nagara Police Station,1.0,113,338,644,0.00013515339910798757
"SP, DAVANGERE",Davanagere CEN Crime PS,Azad Nagara PS Limits,Azad Nagara PS Limits,1.0,113,338,644,0.00018020453214398342
"SP, DAVANGERE",Davanagere CEN Crime PS,Gandhi Nagara PS Limits,Gandhi Nagara PS Limits,1.0,113,338,644,9.010226607199171e-05
"SP, DAVANGERE",Davanagere CEN Crime PS,Vidyanagara PS Limits,Vidyanagara PS Limits,2.0,113,338,644,0.00018020453214398342
"SP, DAVANGERE",Davanagere CEN Crime PS,RMC Yard PS Limits,RMC Yard PS Limits,1.0,113,338,644,9.010226607199171e-05
"SP, DAVANGERE",Davanagere Extention PS,MCC B BLOCK,06,342.0,113,338,644,0.005451187097355498
"SP, DAVANGERE",Davanagere Extention PS,P.J. EXTENSION,02,570.0,113,338,644,0.005901698427715457
"SP, DAVANGERE",Davanagere Extention PS,MCC A BLOCK,05,211.0,113,338,644,0.0035590395098436724
"SP, DAVANGERE",Davanagere Extention PS,OLDBUSSTAND,01,407.0,113,338,644,0.004279857638419606
"SP, DAVANGERE",Davanagere Extention PS,DEVARAJURS EXTENSION,03,112.0,113,338,644,0.0033788349776996893
"SP, DAVANGERE",Davanagere Extention PS,VINOBHA NAGARA,04,335.0,113,338,644,0.004009550840203631
"SP, DAVANGERE",Davanagere Extention PS,HADADI ROAD,07,167.0,113,338,644,0.0035590395098436724
"SP, DAVANGERE",Davanagere Extention PS,Coachin,Out of State,1.0,113,338,644,0.00013515339910798757
"SP, DAVANGERE",Davanagere Extention PS,Vokkaligarapete,Other Station Limits,2.0,113,338,644,0.00036040906428796683
"SP, DAVANGERE",Davanagere Rural PS,ANAGODU,BEAT 08,331.0,113,338,644,0.005270982565211515
"SP, DAVANGERE",Davanagere Rural PS,MALLASHETTIHALLI,BEAT 07,207.0,113,338,644,0.003964499707167635
"SP, DAVANGERE",Davanagere Rural PS,HULIKATTE,BEAT 13,137.0,113,338,644,0.004189755372347614
"SP, DAVANGERE",Davanagere Rural PS,SHIRAMAGONDANAHALLI,BEAT 05,370.0,113,338,644,0.004775420101815561
"SP, DAVANGERE",Davanagere Rural PS,DODDABATHI VILLAGE,BEAT 06,556.0,113,338,644,0.006172005225931432
"SP, DAVANGERE",Davanagere Rural PS,KITTURU,BEAT 14,85.0,113,338,644,0.0038743974410956434
"SP, DAVANGERE",Davanagere Rural PS,PUTAGANHAL,BEAT 03,216.0,113,338,644,0.004730368968779565
"SP, DAVANGERE",Davanagere Rural PS,ARASAPURA,BEAT 01,145.0,113,338,644,0.004279857638419606
"SP, DAVANGERE",Davanagere Rural PS,LINGAPURA,BEAT 10,91.0,113,338,644,0.0033788349776996893
"SP, DAVANGERE",Davanagere Rural PS,ANAJI GOLLARAHALLI,BEAT 09,360.0,113,338,644,0.00554128936342749
"SP, DAVANGERE",Davanagere Rural PS,HUNASEKATTE,BEAT 12,253.0,113,338,644,0.004550164436635582
"SP, DAVANGERE",Davanagere Rural PS,KATEHALLI,BEAT 11,109.0,113,338,644,0.003468937243771681
"SP, DAVANGERE",Davanagere Rural PS,KODICAMP,BEAT 02,150.0,113,338,644,0.004099653106275623
"SP, DAVANGERE",Davanagere Rural PS,BASAVANAHAL,BEAT 04,91.0,113,338,644,0.0029733747803757263
"SP, DAVANGERE",Davanagere Rural PS,OTHER PS LIMITES,OTHER PS LIMITES,5.0,113,338,644,0.0007208181285759337
"SP, DAVANGERE",Davanagere South Traffic PS,KTJ nagara ps limits,2 ND BEAT,313.0,113,338,644,0.0004054601973239627
"SP, DAVANGERE",Davanagere South Traffic PS,VIDYA NAGARA PS LIMITS,3 RD BEAT,659.0,113,338,644,0.00027030679821597514
"SP, DAVANGERE",Davanagere South Traffic PS,EXTENSION PS,1 ST BEAT,422.0,113,338,644,0.0005406135964319503
"SP, DAVANGERE",Davanagere Women PS,BAMBO BAZAR,R M C YArd,69.0,113,338,644,0.002162454385727801
"SP, DAVANGERE",Davanagere Women PS,INDUSTRIAL AREA,VIDYANAGARA,239.0,113,338,644,0.0030184259134117225
"SP, DAVANGERE",Davanagere Women PS,SPS NAGARA,GANDHI NAGARA,26.0,113,338,644,0.0016218407892958507
"SP, DAVANGERE",Davanagere Women PS,Mcc a block,EXTENSION PS,271.0,113,338,644,0.0035139883768076766
"SP, DAVANGERE",Davanagere Women PS,NITTUVALLI,KTJ NAGARA,280.0,113,338,644,0.0033337838446636935
"SP, DAVANGERE",Davanagere Women PS,SUNKADAKATTE,OTHER JURISDICTION,1.0,113,338,644,0.00045051133035995853
"SP, DAVANGERE",Davanagere Women PS,BEEDI LAYOUT,AZAJADANAGARA,159.0,113,338,644,0.0026129657160877595
"SP, DAVANGERE",Davanagere Women PS,JALENAGAR,BASAVANAGARA,73.0,113,338,644,0.0023877100509077805
"SP, DAVANGERE",Davanagere Women PS,shivaji circle,Gandhinagara,121.0,113,338,644,0.0026129657160877595
"SP, DAVANGERE",Davanagere Women PS,Harihar,Other,7.0,113,338,644,0.0011713294589358921
"SP, DAVANGERE",Davanagere Women PS,DODDA OBHAJANAHALLI,DAVANAGERE RURAL PS,4.0,113,338,644,0.0006757669955399379
"SP, DAVANGERE",Davanagere Women PS,Kyarakatte Village,ARASIKERE,1.0,113,338,644,0.00022525566517997926
"SP, DAVANGERE",Davanagere Women PS,Honnalli,Honnalli,2.0,113,338,644,0.00045051133035995853
"SP, DAVANGERE",Davanagere Women PS,Harapanahalli,Harapanahalli,2.0,113,338,644,0.00045051133035995853
"SP, DAVANGERE",Davanagere Women PS,Naraganahaali Cross,Mayakonda,3.0,113,338,644,0.00045051133035995853
"SP, DAVANGERE",Davanagere Women PS,Makanur Village,Kumarapatanam,1.0,113,338,644,0.00022525566517997926
"SP, DAVANGERE",Davanagere Women PS,Kuvempu nagar,Santebennur,1.0,113,338,644,0.00022525566517997926
"SP, DAVANGERE",Davanagere Women PS,BELGUAM,OTHER JURISDICTION,3.0,113,338,644,0.00045051133035995853
"SP, DAVANGERE",Davanagere Women PS,NALLURU,CHANNAGIRI,1.0,113,338,644,0.00022525566517997926
"SP, DAVANGERE",Davanagere Women PS,Out side the PS Limits,Out side the PS Limits,54.0,113,338,644,0.001261431725007884
"SP, DAVANGERE",Davangere North Traffic PS,GANDHI NAGARA,BEET NO 02,112.0,113,338,644,0.00027030679821597514
"SP, DAVANGERE",Davangere North Traffic PS,RMC YARD,BEET NO 04,185.0,113,338,644,0.00027030679821597514
"SP, DAVANGERE",Davangere North Traffic PS,BASAVANAGARA,BEET NO 01,78.0,113,338,644,0.0004054601973239627
"SP, DAVANGERE",Davangere North Traffic PS,VIJAYALAKSHMI ROAD,BEET NO 03,78.0,113,338,644,0.0004054601973239627
"SP, DAVANGERE",Gandhi Nagar PS,sps nsgara ondane hantha,BEAT 1,223.0,113,338,644,0.004009550840203631
"SP, DAVANGERE",Gandhi Nagar PS,kondajji road,BEAT 3,402.0,113,338,644,0.005045726900031536
"SP, DAVANGERE",Gandhi Nagar PS,sps nagara first stage,BEAT 2,197.0,113,338,644,0.004189755372347614
"SP, DAVANGERE",Gandhi Nagar PS,SHANKER VIHAR EXEN,BEAT 4,106.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",Hadadi PS,KALKERE,10,318.0,113,338,644,0.004865522367887553
"SP, DAVANGERE",Hadadi PS,Kukkuwada,04,128.0,113,338,644,0.004054601973239627
"SP, DAVANGERE",Hadadi PS,hadadi,01,183.0,113,338,644,0.004054601973239627
"SP, DAVANGERE",Hadadi PS,JAVALAGHATTA,06,131.0,113,338,644,0.003784295175023652
"SP, DAVANGERE",Hadadi PS,Jarikatte,02,222.0,113,338,644,0.004595215569671577
"SP, DAVANGERE",Hadadi PS,Kanagondanahalli,03,55.0,113,338,644,0.0030634770464477183
"SP, DAVANGERE",Hadadi PS,Halebelavanur,07,194.0,113,338,644,0.004054601973239627
"SP, DAVANGERE",Hadadi PS,Chandranahalli,08,89.0,113,338,644,0.003108528179483714
"SP, DAVANGERE",Hadadi PS,KODIHALLI,09,112.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",Hadadi PS,Honna Maradi,05,131.0,113,338,644,0.0033337838446636935
"SP, DAVANGERE",Hadadi PS,HADADI,fals,5.0,113,338,644,0.000315357931251971
"SP, DAVANGERE",Harihara Rural PS,HARAGANAHALLI,4,147.0,113,338,644,0.00315357931251971
"SP, DAVANGERE",Harihara Rural PS,K.BEVINAHALLI,5,80.0,113,338,644,0.0028832725143037347
"SP, DAVANGERE",Harihara Rural PS,AMARAVATHI,1,164.0,113,338,644,0.0032436815785917015
"SP, DAVANGERE",Harihara Rural PS,GANGANARASI,2,64.0,113,338,644,0.0025679145830517637
"SP, DAVANGERE",Harihara Rural PS,HALASABALU,3,156.0,113,338,644,0.00391944857413164
"SP, DAVANGERE",Harihara Rural PS,KONDAJJI,7,104.0,113,338,644,0.003964499707167635
"SP, DAVANGERE",Harihara Rural PS,RAJANAHALLI,13,66.0,113,338,644,0.0026580168491237553
"SP, DAVANGERE",Harihara Rural PS,HANAGAVADI,21,234.0,113,338,644,0.00391944857413164
"SP, DAVANGERE",Harihara Rural PS,HARAGANAHALLI,22,83.0,113,338,644,0.0023426589178717843
"SP, DAVANGERE",Harihara Rural PS,GANGANARASI,9,36.0,113,338,644,0.002477812316979772
"SP, DAVANGERE",Harihara Rural PS,BELLUDI,18,146.0,113,338,644,0.0032436815785917015
"SP, DAVANGERE",Harihara Rural PS,AMARAVATHI,6,71.0,113,338,644,0.0031986304455557057
"SP, DAVANGERE",Harihara Rural PS,BANNIKODU,19,78.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",Harihara Rural PS,SHAMSHIPURA,20,61.0,113,338,644,0.0025679145830517637
"SP, DAVANGERE",Harihara Rural PS,DEVARABELEKERE,24,57.0,113,338,644,0.002838221381267739
"SP, DAVANGERE",Harihara Rural PS,HALASABALU,16,23.0,113,338,644,0.0011713294589358921
"SP, DAVANGERE",Harihara Rural PS,KARLAHALLI,8,16.0,113,338,644,0.0011713294589358921
"SP, DAVANGERE",Harihara Rural PS,MITLAKATTE,23,52.0,113,338,644,0.0024327611839437763
"SP, DAVANGERE",Harihara Rural PS,BILASANUR,14,17.0,113,338,644,0.0016668919223318467
"SP, DAVANGERE",Harihara Rural PS,KURUBARAHALLI,11,26.0,113,338,644,0.0015317385232238591
"SP, DAVANGERE",Harihara Rural PS,SALAGANAHALLI,26,8.0,113,338,644,0.00045051133035995853
"SP, DAVANGERE",Harihara Rural PS,RAMATHIRTHA,15,9.0,113,338,644,0.0010361760598279048
"SP, DAVANGERE",Harihara Rural PS,NAGENAHALLI,17,25.0,113,338,644,0.0018020453214398341
"SP, DAVANGERE",Harihara Rural PS,K BEVINAHALLI,25,19.0,113,338,644,0.0008559715276839213
"SP, DAVANGERE",Harihara Rural PS,KENCHANAHALLI,12,9.0,113,338,644,0.000946073793755913
"SP, DAVANGERE",Harihara Rural PS,KADLEGUNDI,27,11.0,113,338,644,0.0013515339910798758
"SP, DAVANGERE",Harihara Rural PS,HOTTIGENAHALLI,10,8.0,113,338,644,0.0011713294589358921
"SP, DAVANGERE",Harihara Rural PS,Jigani Link Road,Other police station Limites,1.0,113,338,644,0.00022525566517997926
"SP, DAVANGERE",Harihara Town PS,SUNAGARA BEEDI,Beat 10 Ward 11 Tippu Nagara,167.0,113,338,644,0.005270982565211515
"SP, DAVANGERE",Harihara Town PS,TIPPUNAGARA,Beat 04 Ward 5 K R Nagara,305.0,113,338,644,0.00630715862503942
"SP, DAVANGERE",Harihara Town PS,GANDHINAGARA,Beat 03 Ward 4 V Badavane,339.0,113,338,644,0.0059467495607514525
"SP, DAVANGERE",Harihara Town PS,J.C.R. EXTENTION,Beat 07 Ward 8 Tegginakeri,287.0,113,338,644,0.005451187097355498
"SP, DAVANGERE",Harihara Town PS,KUMBARA ONI,Beat 06 Ward 7 Gandhinagara,33.0,113,338,644,0.002477812316979772
"SP, DAVANGERE",Harihara Town PS,HARLAPURA,Beat 02 Ward 3 Ashraya Colony,105.0,113,338,644,0.0035139883768076766
"SP, DAVANGERE",Harihara Town PS,PARASHANTH NAGARA,Beat 09 Ward 10 Bharat Oil Mil,69.0,113,338,644,0.0033788349776996893
"SP, DAVANGERE",Harihara Town PS,KALIDASA NAGARA,Beat 08 Ward 9 Bharampura,84.0,113,338,644,0.0038743974410956434
"SP, DAVANGERE",Harihara Town PS,HAMSAGARA COMPOUND,Beat 01 Ward 2 AK Colony,217.0,113,338,644,0.005451187097355498
"SP, DAVANGERE",Harihara Town PS,NADUVALAPETE,Beat 05 Ward 6 Mahalingapa Bad,28.0,113,338,644,0.0018470964544758301
"SP, DAVANGERE",Harihara Town PS,Shivamogga Road,Beat 13 Ward 15 Bahar Makan,7.0,113,338,644,0.0010361760598279048
"SP, DAVANGERE",Harihara Town PS,Vidyanagara A Block,Beat 28 Ward 30  Vidyanagar,8.0,113,338,644,0.0010361760598279048
"SP, DAVANGERE",Harihara Town PS,JCR Badavane Fist Main,Beat 19 Ward 21 JC Badvane 01,6.0,113,338,644,0.0009010226607199171
"SP, DAVANGERE",Harihara Town PS,Sub rigister Office Shivamogga Road,Beat 15 Ward 17 Hosapete Beedi,2.0,113,338,644,0.00027030679821597514
"SP, DAVANGERE",Harihara Town PS,Kumbara Oni,Beat 18 Ward  20 Kumbara Oni,5.0,113,338,644,0.0007658692616119296
"SP, DAVANGERE",Harihara Town PS,Prashanth Nagara,Beat 23 Ward 25 Prashanth Naga,5.0,113,338,644,0.0007208181285759337
"SP, DAVANGERE",Harihara Town PS,Kalidasa Nagara,Beat 12 Ward 14 Kalidasa Nagar,6.0,113,338,644,0.0006757669955399379
"SP, DAVANGERE",Harihara Town PS,Naduvalapete,Beat 14 Ward 16 Naduvalapete,4.0,113,338,644,0.00022525566517997926
"SP, DAVANGERE",Harihara Town PS,Ladva Oni,Beat 17 Ward 19 Halladakeri,4.0,113,338,644,0.0005406135964319503
"SP, DAVANGERE",Harihara Town PS,Benki Nagara First and Second Main,Beat 22 Ward 24 Benki Nagara,1.0,113,338,644,0.00013515339910798757
"SP, DAVANGERE",Harihara Town PS,JC Badavane,Beat 20 Ward 22 JC Badvane 02,1.0,113,338,644,0.00013515339910798757
"SP, DAVANGERE",Harihara Town PS,Jai Bheem Nagara Area,Beat 11 Ward 13 Jai Bhim Nagar,2.0,113,338,644,9.010226607199171e-05
"SP, DAVANGERE",Harihara Town PS,Hospaete Beedi,Beat 16 Ward 18 Imam Mohalla,1.0,113,338,644,0.00013515339910798757
"SP, DAVANGERE",Honnali PS,SASVEHALLI,VILLAGE BEAT 11,285.0,113,338,644,0.0056313916294994815
"SP, DAVANGERE",Honnali PS,BIRANAHALLI,VILLAGE BEAT 13,139.0,113,338,644,0.004189755372347614
"SP, DAVANGERE",Honnali PS,HOLEHARALAHALLI,VILLAGE BEAT  03,119.0,113,338,644,0.00315357931251971
"SP, DAVANGERE",Honnali PS,HONNUR VADDARAHATTI,VILLAGE BEAT  06,216.0,113,338,644,0.004099653106275623
"SP, DAVANGERE",Honnali PS,KAMMARAGATTE,VILLAGE BEAT 08,123.0,113,338,644,0.004054601973239627
"SP, DAVANGERE",Honnali PS,KUNDUR,VILLAGE BEAT 10,278.0,113,338,644,0.005676442762535478
"SP, DAVANGERE",Honnali PS,KULAMBI,VILLAGE BEAT 09,143.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",Honnali PS,HONNALI,VILLAGE BEAT 01,630.0,113,338,644,0.0064423120241474075
"SP, DAVANGERE",Honnali PS,BELIMALLUR,VILLAGE BEAT  05,148.0,113,338,644,0.004099653106275623
"SP, DAVANGERE",Honnali PS,HOLEMADAPURA,VILLAGE BEAT  02,174.0,113,338,644,0.004189755372347614
"SP, DAVANGERE",Honnali PS,PRIVATE BUS STAND,HONNALI TOWN  NIGHT BEAT 02,35.0,113,338,644,0.0020723521196558095
"SP, DAVANGERE",Honnali PS,SOMANA MALLAPURA,VILLAGE BEAT  04,90.0,113,338,644,0.0031986304455557057
"SP, DAVANGERE",Honnali PS,BERAGONDANAHALLI,VILLAGE BEAT 12,99.0,113,338,644,0.003468937243771681
"SP, DAVANGERE",Honnali PS,HALEDEVARAHONNALI,VILLAGE BEAT 07,96.0,113,338,644,0.0030184259134117225
"SP, DAVANGERE",Honnali PS,DURGIGUDI EXTENSION,HONNALI TOWN  NIGHT BEAT 01,23.0,113,338,644,0.001892147587511826
"SP, DAVANGERE",Honnali PS,HONNALI,1,76.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",Honnali PS,HONNALI BUS ST,BEAT NO 13,1.0,113,338,644,0.00013515339910798757
"SP, DAVANGERE",Jagalur PS,INDIRA BADAVANE,VILLAGE BEAT 01,262.0,113,338,644,0.0064423120241474075
"SP, DAVANGERE",Jagalur PS,DONNEHALLY VILLAGE.,VILLAGE BEAT 14,117.0,113,338,644,0.0026580168491237553
"SP, DAVANGERE",Jagalur PS,KAMAGETANAHALLY VILLAGE.,VILLAGE BEAT 11,45.0,113,338,644,0.001892147587511826
"SP, DAVANGERE",Jagalur PS,CHIKKAMALLANAHOLE VILLAGE,VILLAGE BEAT 12,58.0,113,338,644,0.002207505518763797
"SP, DAVANGERE",Jagalur PS,MALAMMANAHALLY VILLAGE,VILLAGE BEAT 17,46.0,113,338,644,0.0026129657160877595
"SP, DAVANGERE",Jagalur PS,JAGALURU,VILLAGE BEAT 02,345.0,113,338,644,0.005045726900031536
"SP, DAVANGERE",Jagalur PS,LAKKAMPURA VILLAGE.,VILLAGE BEAT 07,58.0,113,338,644,0.0027481191151957473
"SP, DAVANGERE",Jagalur PS,GADIMAKUNTE VILLAGE.,VILLAGE BEAT 09,118.0,113,338,644,0.004730368968779565
"SP, DAVANGERE",Jagalur PS,GOURIPURA VILLAGE.,VILLAGE BEAT 08,55.0,113,338,644,0.0023426589178717843
"SP, DAVANGERE",Jagalur PS,MUSTURU VILLAGE,VILLAGE BEAT 13,184.0,113,338,644,0.0033337838446636935
"SP, DAVANGERE",Jagalur PS,MARENAHALLY VILLAGE.,VILLAGE BEAT 15,93.0,113,338,644,0.0038293463080596476
"SP, DAVANGERE",Jagalur PS,LINGANNANAHALLY VILLAGE,VILLAGE BEAT 16,33.0,113,338,644,0.0017119430553678425
